dataset,bodyId,type,instance,annotation_bodypart,subclass,superclass,somaSide,somaNeuromere,exitNerve,statusLabel,target_muscle,joint,anatomical_or_literature_action,action_mapping_status,evidence_source,evidence_table,limits,physiological_record_of_this_bodyId,incoming_edges,incoming_weight,top_3_presynaptic_bodies
male-cns:v1.0,805757,MNad11,MNad11_L,腹部筋群,ad,vnc_motor,L,A2,AbN3,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,326,3690,"[{""bodyId"": ""802381"", ""type"": ""INXXX332"", ""superclass"": ""vnc_intrinsic"", ""weight"": 209}, {""bodyId"": ""802655"", ""type"": ""INXXX315"", ""superclass"": ""vnc_intrinsic"", ""weight"": 192}, {""bodyId"": ""803741"", ""type"": ""IN12A048"", ""superclass"": ""vnc_intrinsic"", ""weight"": 161}]"
male-cns:v1.0,805776,MNad06,MNad06_L,腹部筋群,ad,vnc_motor,L,A2,AbN4,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,355,3742,"[{""bodyId"": ""802381"", ""type"": ""INXXX332"", ""superclass"": ""vnc_intrinsic"", ""weight"": 143}, {""bodyId"": ""802655"", ""type"": ""INXXX315"", ""superclass"": ""vnc_intrinsic"", ""weight"": 124}, {""bodyId"": ""802366"", ""type"": ""INXXX315"", ""superclass"": ""vnc_intrinsic"", ""weight"": 104}]"
male-cns:v1.0,805790,MNad46,MNad46_R,腹部筋群,ad,vnc_motor,R,A1,AbN2,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,359,3908,"[{""bodyId"": ""802147"", ""type"": ""INXXX332"", ""superclass"": ""vnc_intrinsic"", ""weight"": 264}, {""bodyId"": ""801516"", ""type"": ""IN19A034"", ""superclass"": ""vnc_intrinsic"", ""weight"": 134}, {""bodyId"": ""802366"", ""type"": ""INXXX315"", ""superclass"": ""vnc_intrinsic"", ""weight"": 115}]"
male-cns:v1.0,805797,MNad06,MNad06_L,腹部筋群,ad,vnc_motor,L,A1,AbN3,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,396,3726,"[{""bodyId"": ""802655"", ""type"": ""INXXX315"", ""superclass"": ""vnc_intrinsic"", ""weight"": 143}, {""bodyId"": ""802381"", ""type"": ""INXXX332"", ""superclass"": ""vnc_intrinsic"", ""weight"": 140}, {""bodyId"": ""802147"", ""type"": ""INXXX332"", ""superclass"": ""vnc_intrinsic"", ""weight"": 117}]"
male-cns:v1.0,805842,MNad44,MNad44_L,腹部筋群,ad,vnc_motor,L,A2,AbN3,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,306,3682,"[{""bodyId"": ""802190"", ""type"": ""INXXX287"", ""superclass"": ""vnc_intrinsic"", ""weight"": 437}, {""bodyId"": ""906365"", ""type"": ""INXXX287"", ""superclass"": ""vnc_intrinsic"", ""weight"": 145}, {""bodyId"": ""803222"", ""type"": ""INXXX247"", ""superclass"": ""vnc_intrinsic"", ""weight"": 143}]"
male-cns:v1.0,805879,MNad17,MNad17_L,腹部筋群,ad,vnc_motor,L,A10,AbNT,Prelim Roughly traced,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,38,144,"[{""bodyId"": ""805630"", ""type"": ""MNad17"", ""superclass"": ""vnc_motor"", ""weight"": 31}, {""bodyId"": ""807945"", ""type"": ""MNad17"", ""superclass"": ""vnc_motor"", ""weight"": 27}, {""bodyId"": ""806047"", ""type"": ""MNad17"", ""superclass"": ""vnc_motor"", ""weight"": 16}]"
male-cns:v1.0,805881,MNad05,MNad05_L,腹部筋群,ad,vnc_motor,L,A3,AbN4,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,354,3677,"[{""bodyId"": ""804686"", ""type"": ""IN06A063"", ""superclass"": ""vnc_intrinsic"", ""weight"": 185}, {""bodyId"": ""908205"", ""type"": ""INXXX287"", ""superclass"": ""vnc_intrinsic"", ""weight"": 151}, {""bodyId"": ""906365"", ""type"": ""INXXX287"", ""superclass"": ""vnc_intrinsic"", ""weight"": 122}]"
male-cns:v1.0,805974,MNad05,MNad05_L,腹部筋群,ad,vnc_motor,L,A2,AbN4,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,380,3664,"[{""bodyId"": ""804686"", ""type"": ""IN06A063"", ""superclass"": ""vnc_intrinsic"", ""weight"": 173}, {""bodyId"": ""906365"", ""type"": ""INXXX287"", ""superclass"": ""vnc_intrinsic"", ""weight"": 127}, {""bodyId"": ""13888"", ""type"": ""DNge172"", ""superclass"": ""descending_neuron"", ""weight"": 83}]"
male-cns:v1.0,805980,MNad07,MNad07_R,腹部筋群,ad,vnc_motor,R,A5,AbN4,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,191,1690,"[{""bodyId"": ""1053964972"", ""type"": ""IN10B010"", ""superclass"": ""vnc_intrinsic"", ""weight"": 152}, {""bodyId"": ""801151"", ""type"": ""IN10B010"", ""superclass"": ""vnc_intrinsic"", ""weight"": 82}, {""bodyId"": ""907987"", ""type"": ""INXXX244"", ""superclass"": ""vnc_intrinsic"", ""weight"": 82}]"
male-cns:v1.0,806008,MNad02,MNad02_L,腹部筋群,ad,vnc_motor,L,A5,AbN4,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,291,3597,"[{""bodyId"": ""806372"", ""type"": ""INXXX268"", ""superclass"": ""vnc_intrinsic"", ""weight"": 119}, {""bodyId"": ""806590"", ""type"": ""INXXX268"", ""superclass"": ""vnc_intrinsic"", ""weight"": 119}, {""bodyId"": ""801937"", ""type"": ""IN23B095"", ""superclass"": ""vnc_intrinsic"", ""weight"": 114}]"
male-cns:v1.0,806014,MNad46,MNad46_L,腹部筋群,ad,vnc_motor,L,A1,AbN2,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,351,3690,"[{""bodyId"": ""802381"", ""type"": ""INXXX332"", ""superclass"": ""vnc_intrinsic"", ""weight"": 304}, {""bodyId"": ""808272"", ""type"": ""IN01A031"", ""superclass"": ""vnc_intrinsic"", ""weight"": 113}, {""bodyId"": ""802655"", ""type"": ""INXXX315"", ""superclass"": ""vnc_intrinsic"", ""weight"": 107}]"
male-cns:v1.0,806037,MNad06,MNad06_R,腹部筋群,ad,vnc_motor,R,A2,AbN4,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,369,3695,"[{""bodyId"": ""804604"", ""type"": ""IN02A030"", ""superclass"": ""vnc_intrinsic"", ""weight"": 108}, {""bodyId"": ""802387"", ""type"": ""IN02A030"", ""superclass"": ""vnc_intrinsic"", ""weight"": 107}, {""bodyId"": ""802655"", ""type"": ""INXXX315"", ""superclass"": ""vnc_intrinsic"", ""weight"": 105}]"
male-cns:v1.0,806047,MNad17,MNad17_R,腹部筋群,ad,vnc_motor,R,A10,AbNT,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,29,119,"[{""bodyId"": ""805879"", ""type"": ""MNad17"", ""superclass"": ""vnc_motor"", ""weight"": 28}, {""bodyId"": ""805630"", ""type"": ""MNad17"", ""superclass"": ""vnc_motor"", ""weight"": 27}, {""bodyId"": ""807945"", ""type"": ""MNad17"", ""superclass"": ""vnc_motor"", ""weight"": 21}]"
male-cns:v1.0,806061,MNad11,MNad11_L,腹部筋群,ad,vnc_motor,L,A3,AbN4,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,344,3434,"[{""bodyId"": ""13888"", ""type"": ""DNge172"", ""superclass"": ""descending_neuron"", ""weight"": 142}, {""bodyId"": ""802381"", ""type"": ""INXXX332"", ""superclass"": ""vnc_intrinsic"", ""weight"": 140}, {""bodyId"": ""801658"", ""type"": ""IN01A027"", ""superclass"": ""vnc_intrinsic"", ""weight"": 125}]"
male-cns:v1.0,806094,MNad08,MNad08_R,腹部筋群,ad,vnc_motor,R,A3,AbN4,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,387,3467,"[{""bodyId"": ""806169"", ""type"": ""IN06A109"", ""superclass"": ""vnc_intrinsic"", ""weight"": 111}, {""bodyId"": ""804778"", ""type"": ""IN06A066"", ""superclass"": ""vnc_intrinsic"", ""weight"": 106}, {""bodyId"": ""803356"", ""type"": ""IN12A039"", ""superclass"": ""vnc_intrinsic"", ""weight"": 100}]"
male-cns:v1.0,806124,MNad08,MNad08_R,腹部筋群,ad,vnc_motor,R,A2,AbN4,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,360,3536,"[{""bodyId"": ""804778"", ""type"": ""IN06A066"", ""superclass"": ""vnc_intrinsic"", ""weight"": 128}, {""bodyId"": ""805070"", ""type"": ""IN06A109"", ""superclass"": ""vnc_intrinsic"", ""weight"": 127}, {""bodyId"": ""803356"", ""type"": ""IN12A039"", ""superclass"": ""vnc_intrinsic"", ""weight"": 119}]"
male-cns:v1.0,806144,MNad11,MNad11_R,腹部筋群,ad,vnc_motor,R,A3,AbN4,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,328,3395,"[{""bodyId"": ""802366"", ""type"": ""INXXX315"", ""superclass"": ""vnc_intrinsic"", ""weight"": 138}, {""bodyId"": ""802223"", ""type"": ""IN01A027"", ""superclass"": ""vnc_intrinsic"", ""weight"": 133}, {""bodyId"": ""805279"", ""type"": ""INXXX332"", ""superclass"": ""vnc_intrinsic"", ""weight"": 121}]"
male-cns:v1.0,806161,MNad24,MNad24_L,腹部筋群,ad,vnc_motor,L,A1,AbN2,PRT Orphan,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,337,3280,"[{""bodyId"": ""802381"", ""type"": ""INXXX332"", ""superclass"": ""vnc_intrinsic"", ""weight"": 343}, {""bodyId"": ""802655"", ""type"": ""INXXX315"", ""superclass"": ""vnc_intrinsic"", ""weight"": 155}, {""bodyId"": ""804299"", ""type"": ""INXXX332"", ""superclass"": ""vnc_intrinsic"", ""weight"": 118}]"
male-cns:v1.0,806204,Tergotr. MN,Tergotr. MN_R,中脚筋群,ml,vnc_motor,R,T2,MesoLN,Reviewed,Tergotr. MN,coxa-trochanter,extension,anatomical_action_inferred,Azevedo 2024 Appendix A1 p3; A5 pp20-21,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,514,4352,"[{""bodyId"": ""800546"", ""type"": ""IN13A009"", ""superclass"": ""vnc_intrinsic"", ""weight"": 148}, {""bodyId"": ""933395"", ""type"": ""IN20A.22A001"", ""superclass"": ""vnc_intrinsic"", ""weight"": 134}, {""bodyId"": ""800106"", ""type"": ""IN16B020"", ""superclass"": ""vnc_intrinsic"", ""weight"": 132}]"
male-cns:v1.0,806253,MNad11,MNad11_R,腹部筋群,ad,vnc_motor,R,A2,AbN3,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,359,3384,"[{""bodyId"": ""802147"", ""type"": ""INXXX332"", ""superclass"": ""vnc_intrinsic"", ""weight"": 204}, {""bodyId"": ""803924"", ""type"": ""IN12A048"", ""superclass"": ""vnc_intrinsic"", ""weight"": 178}, {""bodyId"": ""802366"", ""type"": ""INXXX315"", ""superclass"": ""vnc_intrinsic"", ""weight"": 166}]"
male-cns:v1.0,806281,MNad06,MNad06_R,腹部筋群,ad,vnc_motor,R,A3,AbN4,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,373,3553,"[{""bodyId"": ""805230"", ""type"": ""INXXX315"", ""superclass"": ""vnc_intrinsic"", ""weight"": 122}, {""bodyId"": ""802366"", ""type"": ""INXXX315"", ""superclass"": ""vnc_intrinsic"", ""weight"": 121}, {""bodyId"": ""803229"", ""type"": ""INXXX315"", ""superclass"": ""vnc_intrinsic"", ""weight"": 95}]"
male-cns:v1.0,806302,MNad08,MNad08_L,腹部筋群,ad,vnc_motor,L,A2,AbN4,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,342,3342,"[{""bodyId"": ""803083"", ""type"": ""IN12A039"", ""superclass"": ""vnc_intrinsic"", ""weight"": 128}, {""bodyId"": ""804530"", ""type"": ""IN06A066"", ""superclass"": ""vnc_intrinsic"", ""weight"": 126}, {""bodyId"": ""804778"", ""type"": ""IN06A066"", ""superclass"": ""vnc_intrinsic"", ""weight"": 110}]"
male-cns:v1.0,806355,MNad08,MNad08_L,腹部筋群,ad,vnc_motor,L,A3,AbN4,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,361,3331,"[{""bodyId"": ""803083"", ""type"": ""IN12A039"", ""superclass"": ""vnc_intrinsic"", ""weight"": 122}, {""bodyId"": ""804538"", ""type"": ""INXXX373"", ""superclass"": ""vnc_intrinsic"", ""weight"": 98}, {""bodyId"": ""804261"", ""type"": ""INXXX301"", ""superclass"": ""vnc_intrinsic"", ""weight"": 92}]"
male-cns:v1.0,806403,MNnm14,MNnm14_R,頸筋群,nm,vnc_motor,R,T1,DProN,Reviewed,unassigned,,頸部注釈のみ。具体的筋/作用未同定,annotation_only,GOR24;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,309,3431,"[{""bodyId"": ""12647"", ""type"": ""DNge125"", ""superclass"": ""descending_neuron"", ""weight"": 158}, {""bodyId"": ""803176"", ""type"": ""IN02A007"", ""superclass"": ""vnc_intrinsic"", ""weight"": 137}, {""bodyId"": ""39376"", ""type"": ""AN06A016"", ""superclass"": ""ascending_neuron"", ""weight"": 101}]"
male-cns:v1.0,806427,MNad11,MNad11_R,腹部筋群,ad,vnc_motor,R,A4,AbN4,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,338,3171,"[{""bodyId"": ""805279"", ""type"": ""INXXX332"", ""superclass"": ""vnc_intrinsic"", ""weight"": 143}, {""bodyId"": ""804627"", ""type"": ""INXXX332"", ""superclass"": ""vnc_intrinsic"", ""weight"": 97}, {""bodyId"": ""802366"", ""type"": ""INXXX315"", ""superclass"": ""vnc_intrinsic"", ""weight"": 84}]"
male-cns:v1.0,806489,MNnm14,MNnm14_L,頸筋群,nm,vnc_motor,L,T1,DProN,Reviewed,unassigned,,頸部注釈のみ。具体的筋/作用未同定,annotation_only,GOR24;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,315,3338,"[{""bodyId"": ""803521"", ""type"": ""IN02A007"", ""superclass"": ""vnc_intrinsic"", ""weight"": 122}, {""bodyId"": ""12485"", ""type"": ""DNge125"", ""superclass"": ""descending_neuron"", ""weight"": 112}, {""bodyId"": ""19124"", ""type"": ""AN03A002"", ""superclass"": ""ascending_neuron"", ""weight"": 96}]"
male-cns:v1.0,806561,MNad24,MNad24_R,腹部筋群,ad,vnc_motor,R,A1,AbN2,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,334,3480,"[{""bodyId"": ""802147"", ""type"": ""INXXX332"", ""superclass"": ""vnc_intrinsic"", ""weight"": 343}, {""bodyId"": ""802366"", ""type"": ""INXXX315"", ""superclass"": ""vnc_intrinsic"", ""weight"": 156}, {""bodyId"": ""804627"", ""type"": ""INXXX332"", ""superclass"": ""vnc_intrinsic"", ""weight"": 129}]"
male-cns:v1.0,806599,Acc. ti flexor MN,Acc. ti flexor MN_L,前脚筋群,fl,vnc_motor,L,T1,ProLN,Reviewed,Acc. ti flexor MN,femur-tibia,flexion,anatomical_action_inferred,Azevedo 2024 Appendix A1 pp3-4; A13-A14 pp34-37,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,557,3372,"[{""bodyId"": ""801718"", ""type"": ""IN13B012"", ""superclass"": ""vnc_intrinsic"", ""weight"": 170}, {""bodyId"": ""801036"", ""type"": ""IN19A030"", ""superclass"": ""vnc_intrinsic"", ""weight"": 120}, {""bodyId"": ""800565"", ""type"": ""IN18B008"", ""superclass"": ""vnc_intrinsic"", ""weight"": 88}]"
male-cns:v1.0,806601,MNad69,MNad69_R,腹部筋群,ad,vnc_motor,R,A10,AbNT,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,161,1565,"[{""bodyId"": ""805630"", ""type"": ""MNad17"", ""superclass"": ""vnc_motor"", ""weight"": 152}, {""bodyId"": ""807072"", ""type"": ""INXXX343"", ""superclass"": ""vnc_intrinsic"", ""weight"": 151}, {""bodyId"": ""805879"", ""type"": ""MNad17"", ""superclass"": ""vnc_motor"", ""weight"": 139}]"
male-cns:v1.0,806620,MNad06,MNad06_R,腹部筋群,ad,vnc_motor,R,A1,AbN3,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,346,3221,"[{""bodyId"": ""802147"", ""type"": ""INXXX332"", ""superclass"": ""vnc_intrinsic"", ""weight"": 156}, {""bodyId"": ""802387"", ""type"": ""IN02A030"", ""superclass"": ""vnc_intrinsic"", ""weight"": 139}, {""bodyId"": ""802366"", ""type"": ""INXXX315"", ""superclass"": ""vnc_intrinsic"", ""weight"": 129}]"
male-cns:v1.0,806643,MNad05,MNad05_L,腹部筋群,ad,vnc_motor,L,A4,AbN4,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,310,3240,"[{""bodyId"": ""808578"", ""type"": ""IN06A109"", ""superclass"": ""vnc_intrinsic"", ""weight"": 135}, {""bodyId"": ""804686"", ""type"": ""IN06A063"", ""superclass"": ""vnc_intrinsic"", ""weight"": 131}, {""bodyId"": ""803174"", ""type"": ""IN19B050"", ""superclass"": ""vnc_intrinsic"", ""weight"": 94}]"
male-cns:v1.0,806671,MNad02,MNad02_R,腹部筋群,ad,vnc_motor,R,A6,AbN4,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,216,3210,"[{""bodyId"": ""908205"", ""type"": ""INXXX287"", ""superclass"": ""vnc_intrinsic"", ""weight"": 171}, {""bodyId"": ""1050443274"", ""type"": ""INXXX199"", ""superclass"": ""vnc_intrinsic"", ""weight"": 158}, {""bodyId"": ""803017"", ""type"": ""INXXX199"", ""superclass"": ""vnc_intrinsic"", ""weight"": 112}]"
male-cns:v1.0,806679,MNad12,MNad12_L,腹部筋群,ad,vnc_motor,L,A9,AbNT,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,63,293,"[{""bodyId"": ""11604"", ""type"": ""AN05B004"", ""superclass"": ""ascending_neuron"", ""weight"": 23}, {""bodyId"": ""807945"", ""type"": ""MNad17"", ""superclass"": ""vnc_motor"", ""weight"": 21}, {""bodyId"": ""14026"", ""type"": ""AN05B004"", ""superclass"": ""ascending_neuron"", ""weight"": 19}]"
male-cns:v1.0,806689,MNad09,MNad09_R,腹部筋群,ad,vnc_motor,R,A7,AbNT,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,279,3232,"[{""bodyId"": ""807026"", ""type"": ""INXXX377"", ""superclass"": ""vnc_intrinsic"", ""weight"": 184}, {""bodyId"": ""907942"", ""type"": ""INXXX377"", ""superclass"": ""vnc_intrinsic"", ""weight"": 184}, {""bodyId"": ""814965"", ""type"": ""INXXX377"", ""superclass"": ""vnc_intrinsic"", ""weight"": 166}]"
male-cns:v1.0,806754,MNad31,MNad31_L,腹部筋群,ad,vnc_motor,L,A1,AbN2,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,354,3227,"[{""bodyId"": ""803406"", ""type"": ""IN06A025"", ""superclass"": ""vnc_intrinsic"", ""weight"": 140}, {""bodyId"": ""802190"", ""type"": ""INXXX287"", ""superclass"": ""vnc_intrinsic"", ""weight"": 136}, {""bodyId"": ""809078"", ""type"": ""IN06A119"", ""superclass"": ""vnc_intrinsic"", ""weight"": 124}]"
male-cns:v1.0,806779,MNad09,MNad09_L,腹部筋群,ad,vnc_motor,L,A7,AbNT,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,294,3083,"[{""bodyId"": ""814965"", ""type"": ""INXXX377"", ""superclass"": ""vnc_intrinsic"", ""weight"": 137}, {""bodyId"": ""806079"", ""type"": ""INXXX418"", ""superclass"": ""vnc_intrinsic"", ""weight"": 126}, {""bodyId"": ""907942"", ""type"": ""INXXX377"", ""superclass"": ""vnc_intrinsic"", ""weight"": 113}]"
male-cns:v1.0,806817,MNad11,MNad11_L,腹部筋群,ad,vnc_motor,L,A5,AbN4,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,336,3199,"[{""bodyId"": ""806238"", ""type"": ""INXXX332"", ""superclass"": ""vnc_intrinsic"", ""weight"": 174}, {""bodyId"": ""13888"", ""type"": ""DNge172"", ""superclass"": ""descending_neuron"", ""weight"": 120}, {""bodyId"": ""808890"", ""type"": ""IN19A099"", ""superclass"": ""vnc_intrinsic"", ""weight"": 79}]"
male-cns:v1.0,806837,MNad47,MNad47_L,腹部筋群,ad,vnc_motor,L,A1,AbN2,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,261,3082,"[{""bodyId"": ""804501"", ""type"": ""IN06A049"", ""superclass"": ""vnc_intrinsic"", ""weight"": 153}, {""bodyId"": ""802941"", ""type"": ""INXXX193"", ""superclass"": ""vnc_intrinsic"", ""weight"": 133}, {""bodyId"": ""13652"", ""type"": ""DNge038"", ""superclass"": ""descending_neuron"", ""weight"": 104}]"
male-cns:v1.0,806898,Fe reductor MN,Fe reductor MN_R,前脚筋群,fl,vnc_motor,R,T1,ProLN,Reviewed,Fe reductor MN,trochanter-femur,unknown,named_muscle_action_unresolved,Azevedo 2024 Appendix A1 p3; A10 pp29-30,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,664,3925,"[{""bodyId"": ""802895"", ""type"": ""IN21A013"", ""superclass"": ""vnc_intrinsic"", ""weight"": 184}, {""bodyId"": ""14537"", ""type"": ""DNge078"", ""superclass"": ""descending_neuron"", ""weight"": 131}, {""bodyId"": ""908018"", ""type"": ""IN03A024"", ""superclass"": ""vnc_intrinsic"", ""weight"": 98}]"
male-cns:v1.0,806902,MNad44,MNad44_R,腹部筋群,ad,vnc_motor,R,A2,AbN3,Reviewed,unassigned,,腹部/尾端注釈のみ。具体的筋/作用未同定,annotation_only,MANC;BANC26,data/nonleg_muscle_evidence.csv,型名/出神経のみから具体的筋や作用を推定しない。,not_measured,296,3158,"[{""bodyId"": ""802242"", ""type"": ""INXXX287"", ""superclass"": ""vnc_intrinsic"", ""weight"": 490}, {""bodyId"": ""800350"", ""type"": ""INXXX087"", ""superclass"": ""vnc_intrinsic"", ""weight"": 129}, {""bodyId"": ""805409"", ""type"": ""INXXX414"", ""superclass"": ""vnc_intrinsic"", ""weight"": 107}]"
male-cns:v1.0,806923,Sternal anterior rotator MN,Sternal anterior rotator MN_L,前脚筋群,fl,vnc_motor,L,T1,VProN,Reviewed,Sternal anterior rotator MN,thorax-coxa,coxa_anterior_movement,anatomical_action_inferred,Azevedo 2024 Appendix A1 p3; A3 p17,data/leg_muscle_actions.csv,前脚筋地図と現型注釈による作用対応。T2/T3は分節間相同を含む。個別生理は未測定。,not_measured,659,5487,"[{""bodyId"": ""801316"", ""type"": ""IN21A001"", ""superclass"": ""vnc_intrinsic"", ""weight"": 325}, {""bodyId"": ""800561"", ""type"": ""IN08A006"", ""superclass"": ""vnc_intrinsic"", ""weight"": 183}, {""bodyId"": ""22931"", ""type"": ""ANXXX006"", ""superclass"": ""ascending_neuron"", ""weight"": 154}]"
